,cell_type
16659,Tcells 1
16660,TAM 2
16661,TAM 1
16662,TAM 1
16663,Tcells 1
16664,TAM 1
16665,Mono 1
16666,TAM 1
16667,Tcells 1
16668,Mono 1
16669,Mono 1
16670,Mono 2
16671,Mono 1
16672,Treg
16673,TAM 1
16674,Tcells 1
16675,TAM 1
16676,TAM 2
16677,TAM 1
16678,TAM 1
16679,Proliferating T cells
16680,TAM 2
16681,Proliferating TAM
16682,Tcells 1
16683,Treg
16684,Proliferating TAM
16685,TAM 1
16686,Treg
16687,Tcells 1
16688,TAM 2
16689,TAM 2
16690,TAM 2
16691,Tcells 2
16692,TAM 1
16693,NK
16694,TAM 2
16695,Tcells 1
16696,Tcells 1
16697,TAM 1
16698,TAM 1
16699,TAM 1
16700,TAM 1
16701,TAM 3
16702,Mono 1
16703,TAM 1
16704,TAM 1
16705,Tcells 1
16706,TAM 1
16707,TAM 2
16708,Tcells 1
16709,TAM 2
16710,TAM 2
16711,Proliferating TAM
16712,Tcells 1
16713,TAM 1
16714,TAM 1
16715,cDC2
16716,TAM 1
16717,Proliferating T cells
16718,TAM 2
16719,Proliferating T cells
16720,TAM 1
16721,Proliferating TAM
16722,Tcells 2
16723,Tcells 1
16724,TAM 1
16725,TAM 1
16726,TAM 2
16727,Tcells 2
16728,TAM 1
16729,TAM 2
16730,TAM 1
16731,Tcells 1
16732,TAM 2
16733,TAM 1
16734,Proliferating TAM
16735,Proliferating TAM
16736,NK
16737,Mono 1
16738,TAM 1
16739,TAM 4
16740,TAM 1
16741,Mono 1
16742,TAM 1
16743,TAM 2
16744,Mono 1
16745,Mono 1
16746,TAM 2
16747,TAM 4
16748,TAM 2
16749,Proliferating TAM
16750,Proliferating TAM
16751,Proliferating TAM
16752,Tcells 1
16753,Tcells 1
16754,TAM 1
16755,Proliferating T cells
16756,TAM 1
16757,TAM 1
16758,TAM 4
16759,TAM 1
16760,TAM 1
16761,TAM 1
16762,TAM 1
16763,TAM 1
16764,cDC1
16765,Proliferating TAM
16766,TAM 1
16767,Mono 1
16768,Tcells 1
16769,TAM 1
16770,NK
16771,Proliferating TAM
16772,TAM 1
16773,TAM 1
16774,TAM 1
16775,NK
16776,Tcells 1
16777,TAM 1
16778,TAM 4
16779,Mono 1
16780,TAM 2
16781,Proliferating TAM
16782,cDC2
16783,TAM 2
16784,TAM 4
16785,TAM 1
16786,Tcells 1
16787,TAM 3
16788,TAM 1
16789,Tcells 1
16790,Tcells 1
16791,TAM 4
16792,TAM 2
16793,Tcells 2
16794,TAM 1
16795,Proliferating TAM
16796,TAM 1
16797,TAM 2
16798,TAM 1
16799,TAM 1
16800,Tcells 1
16801,TAM 1
16802,Proliferating TAM
16803,TAM 1
16804,Proliferating TAM
16805,Mono 1
16806,TAM 1
16807,TAM 2
16808,TAM 3
16809,Proliferating TAM
16810,Tcells 1
16811,TAM 1
16812,TAM 2
16813,TAM 1
16814,TAM 2
16815,TAM 1
16816,TAM 1
16817,Tcells 1
16818,Tcells 2
16819,Mono 1
16820,Proliferating TAM
16821,Treg
16822,Treg
16823,TAM 1
16824,Tcells 1
16825,TAM 1
16826,Tcells 1
16827,Tcells 2
16828,TAM 1
16829,Proliferating TAM
16830,NK
16831,NK
16832,TAM 1
16833,TAM 2
16834,TAM 1
16835,TAM 1
16836,Tcells 1
16837,TAM 4
16838,Tcells 1
16839,TAM 2
16840,Tcells 3
16841,TAM 1
16842,Tcells 1
16843,NK
16844,TAM 1
16845,Proliferating TAM
16846,Proliferating TAM
16847,Mono 1
16848,TAM 1
16849,Proliferating TAM
16850,Proliferating TAM
16851,Proliferating TAM
16852,TAM 2
16853,Proliferating TAM
16854,TAM 2
16855,TAM 4
16856,TAM 2
16857,TAM 2
16858,Mono 1
16859,cDC2
16860,Proliferating TAM
16861,TAM 2
16862,cDC2
16863,TAM 2
16864,TAM 1
16865,TAM 1
16866,Proliferating TAM
16867,TAM 2
16868,TAM 1
16869,TAM 2
16870,TAM 2
16871,TAM 2
16872,TAM 2
16873,TAM 1
16874,TAM 1
16875,Mono 2
16876,Proliferating TAM
16877,TAM 2
16878,TAM 1
16879,TAM 1
16880,Mono 2
16881,TAM 2
16882,TAM 3
16883,pDC
16884,Proliferating T cells
16885,Proliferating TAM
16886,TAM 1
16887,Mast
16888,TAM 1
16889,TAM 4
16890,Tcells 1
16891,Tcells 1
16892,TAM 1
16893,TAM 1
16894,Tcells 1
16895,Proliferating TAM
16896,Tcells 1
16897,TAM 1
16898,TAM 2
16899,TAM 1
16900,Tcells 3
16901,TAM 1
16902,TAM 2
16903,Tcells 2
16904,Tcells 1
16905,Proliferating TAM
16906,TAM 1
16907,TAM 4
16908,Tcells 1
16909,TAM 1
16910,TAM 1
16911,Proliferating TAM
16912,Mono 1
16913,TAM 1
16914,TAM 2
16915,TAM 2
16916,TAM 2
16917,Tcells 1
16918,Tcells 1
16919,TAM 2
16920,TAM 1
16921,TAM 1
16922,Tcells 3
16923,TAM 1
16924,Tcells 1
16925,TAM 1
16926,Mono 2
16927,cDC1
16928,TAM 2
16929,Mono 1
16930,cDC2
16931,TAM 3
16932,TAM 1
16933,TAM 2
16934,TAM 1
16935,NK
16936,Tcells 1
16937,TAM 2
16938,Tcells 1
16939,TAM 2
16940,Tcells 3
16941,TAM 1
16942,Tcells 1
16943,TAM 1
16944,Proliferating TAM
16945,Mono 2
16946,TAM 2
16947,Mono 1
16948,TAM 2
16949,Proliferating TAM
16950,TAM 2
16951,Mono 2
16952,TAM 2
16953,Tcells 2
16954,Tcells 1
16955,TAM 1
16956,TAM 4
16957,TAM 2
16958,TAM 1
16959,TAM 1
16960,TAM 1
16961,TAM 2
16962,TAM 1
16963,NK
16964,Tcells 1
16965,TAM 1
16966,Tcells 1
16967,Mono 2
16968,NK
16969,Tcells 1
16970,Tcells 2
16971,Mono 2
16972,Proliferating TAM
16973,Proliferating T cells
16974,Mono 1
16975,Proliferating TAM
16976,Mono 2
16977,TAM 2
16978,Proliferating TAM
16979,Tcells 2
16980,TAM 1
16981,TAM 1
16982,TAM 1
16983,TAM 2
16984,Proliferating TAM
16985,TAM 2
16986,Tcells 2
16987,TAM 1
16988,TAM 1
16989,Mono 2
16990,TAM 2
16991,Tcells 1
16992,TAM 1
16993,NK
16994,TAM 2
16995,TAM 2
16996,TAM 2
16997,TAM 1
16998,Tcells 1
16999,TAM 1
17000,TAM 1
17001,Tcells 1
17002,TAM 2
17003,Tcells 1
17004,Tcells 1
17005,Tcells 2
17006,TAM 1
17007,TAM 4
17008,TAM 1
17009,Proliferating TAM
17010,Treg
17011,TAM 1
17012,TAM 2
17013,cDC2
17014,Mono 1
17015,Tcells 1
17016,Tcells 1
17017,Proliferating TAM
17018,Tcells 1
17019,TAM 1
17020,TAM 1
17021,TAM 1
17022,NK
17023,TAM 1
17024,TAM 4
17025,TAM 1
17026,Mono 2
17027,Proliferating TAM
17028,TAM 1
17029,TAM 2
17030,TAM 1
17031,Mono 2
17032,TAM 1
17033,Tcells 1
17034,Proliferating TAM
17035,TAM 1
17036,cDC1
17037,TAM 1
17038,TAM 2
17039,Proliferating TAM
17040,Mono 1
17041,TAM 2
17042,Mono 2
17043,Tcells 1
17044,Proliferating T cells
17045,Mono 1
17046,TAM 2
17047,TAM 1
17048,TAM 4
17049,TAM 1
17050,TAM 2
17051,TAM 1
17052,B
17053,TAM 1
17054,Tcells 1
17055,Tcells 1
17056,cDC2
17057,Proliferating TAM
17058,Proliferating TAM
17059,TAM 4
17060,TAM 1
17061,TAM 3
17062,Tcells 1
17063,Mono 1
17064,Tcells 1
17065,TAM 4
17066,TAM 1
17067,TAM 1
17068,Tcells 1
17069,TAM 1
17070,TAM 1
17071,TAM 1
17072,NK
17073,NK
17074,Tcells 1
17075,Proliferating TAM
17076,TAM 2
17077,Mono 1
17078,Tcells 2
17079,TAM 2
17080,Tcells 1
17081,Mono 1
17082,Mono 1
17083,TAM 1
17084,TAM 1
17085,TAM 1
17086,TAM 2
17087,Treg
17088,TAM 2
17089,Tcells 3
17090,Tcells 1
17091,TAM 2
17092,TAM 1
17093,Tcells 2
17094,TAM 1
17095,TAM 1
17096,Mono 1
17097,NK
17098,Proliferating TAM
17099,Proliferating TAM
17100,TAM 1
17101,TAM 2
17102,TAM 2
17103,TAM 2
17104,Tcells 1
17105,TAM 1
17106,TAM 2
17107,TAM 1
17108,TAM 1
17109,Tcells 2
17110,TAM 4
17111,Mono 2
17112,TAM 1
17113,TAM 1
17114,TAM 2
17115,Tcells 1
17116,Tcells 1
17117,cDC1
17118,Tcells 2
17119,TAM 2
17120,TAM 2
17121,TAM 4
17122,cDC2
17123,Mono 2
17124,TAM 1
17125,TAM 1
17126,Tcells 1
17127,TAM 2
17128,Tcells 1
17129,TAM 1
17130,TAM 2
17131,NK
17132,TAM 2
17133,TAM 1
17134,TAM 1
17135,TAM 1
17136,TAM 1
17137,TAM 1
17138,TAM 1
17139,TAM 2
17140,TAM 1
17141,Tcells 2
17142,TAM 1
17143,TAM 1
17144,TAM 1
17145,TAM 2
17146,Tcells 2
17147,cDC1
17148,Tcells 2
17149,Tcells 2
17150,Tcells 3
17151,TAM 1
17152,TAM 1
17153,Tcells 1
17154,TAM 1
17155,Proliferating TAM
17156,Tcells 1
17157,TAM 1
17158,Tcells 1
17159,TAM 1
17160,Tcells 1
17161,TAM 1
17162,TAM 1
17163,TAM 2
17164,Tcells 2
17165,TAM 2
17166,TAM 2
17167,Mono 1
17168,TAM 2
17169,TAM 1
17170,TAM 2
17171,TAM 1
17172,Proliferating TAM
17173,Tcells 1
17174,Mono 1
17175,Tcells 1
17176,TAM 3
17177,Tcells 1
17178,TAM 2
17179,Proliferating TAM
17180,Proliferating TAM
17181,TAM 1
17182,TAM 1
17183,Proliferating TAM
17184,Mono 1
17185,TAM 2
17186,TAM 1
17187,TAM 4
17188,TAM 2
17189,TAM 2
17190,TAM 1
17191,TAM 2
17192,Tcells 1
17193,Tcells 2
17194,TAM 2
17195,Treg
17196,TAM 1
17197,Mono 2
17198,Mono 2
17199,Tcells 2
17200,Mono 1
17201,TAM 1
17202,Mono 2
17203,TAM 1
17204,Proliferating TAM
17205,TAM 3
17206,Tcells 2
17207,TAM 2
17208,Tcells 1
17209,Proliferating TAM
17210,Mono 1
17211,TAM 1
17212,TAM 1
17213,TAM 4
17214,Tcells 1
17215,TAM 1
17216,TAM 1
17217,TAM 2
17218,Tcells 2
17219,TAM 2
17220,TAM 1
17221,TAM 2
17222,TAM 2
17223,Tcells 1
17224,TAM 2
17225,TAM 4
17226,Tcells 1
17227,Tcells 2
17228,TAM 2
17229,TAM 1
17230,Proliferating TAM
17231,Tcells 1
17232,TAM 2
17233,TAM 1
17234,cDC2
17235,TAM 2
17236,Tcells 1
17237,Proliferating TAM
17238,TAM 1
17239,TAM 1
17240,Tcells 1
17241,TAM 2
17242,TAM 1
17243,TAM 1
17244,TAM 1
17245,Proliferating TAM
17246,TAM 1
17247,Tcells 1
17248,TAM 2
17249,cDC1
17250,TAM 4
17251,TAM 2
17252,TAM 1
17253,TAM 1
17254,TAM 2
17255,TAM 1
17256,TAM 2
17257,TAM 2
17258,Tcells 1
17259,Tcells 1
17260,Tcells 1
17261,TAM 2
17262,TAM 1
17263,TAM 1
17264,Proliferating TAM
17265,Mono 1
17266,TAM 2
17267,Proliferating TAM
17268,Mono 1
17269,Tcells 2
17270,TAM 4
17271,Tcells 1
17272,Tcells 1
17273,Mono 1
17274,Mono 2
17275,TAM 2
17276,TAM 1
17277,Mono 2
17278,Tcells 1
17279,NK
17280,Proliferating TAM
17281,TAM 3
17282,Tcells 1
17283,Tcells 3
17284,TAM 4
17285,TAM 1
17286,Treg
17287,TAM 2
17288,TAM 3
17289,Tcells 1
17290,TAM 2
17291,TAM 1
17292,TAM 2
17293,Mono 2
17294,TAM 1
17295,Tcells 1
17296,TAM 1
17297,TAM 4
17298,Proliferating TAM
17299,TAM 1
17300,TAM 1
17301,TAM 2
17302,TAM 1
17303,TAM 1
17304,TAM 2
17305,TAM 3
17306,NK
17307,Proliferating TAM
17308,TAM 2
17309,TAM 1
17310,NK
17311,Tcells 2
17312,cDC2
17313,TAM 2
17314,TAM 1
17315,Mono 2
17316,Tcells 2
17317,Mono 1
17318,Tcells 1
17319,TAM 2
17320,Mono 1
17321,Proliferating TAM
17322,TAM 2
17323,TAM 2
17324,TAM 2
17325,TAM 1
17326,Tcells 2
17327,TAM 1
17328,TAM 1
17329,B
17330,TAM 1
17331,TAM 1
17332,Proliferating TAM
17333,TAM 1
17334,Mono 1
17335,Tcells 1
17336,Tcells 1
17337,TAM 1
17338,TAM 1
17339,TAM 1
17340,Tcells 3
17341,Mono 2
17342,TAM 1
17343,TAM 1
17344,TAM 1
17345,TAM 1
17346,Mono 1
17347,Proliferating TAM
17348,TAM 1
17349,Mono 1
17350,Mono 2
17351,TAM 1
17352,Proliferating TAM
17353,TAM 1
17354,TAM 4
17355,Proliferating TAM
17356,Tcells 1
17357,TAM 1
17358,TAM 4
17359,TAM 1
17360,Tcells 1
17361,Tcells 2
17362,TAM 2
17363,TAM 1
17364,TAM 1
17365,Tcells 3
17366,TAM 2
17367,TAM 2
17368,Tcells 1
17369,TAM 1
17370,TAM 4
17371,TAM 1
17372,TAM 3
17373,TAM 2
17374,TAM 1
17375,TAM 1
17376,TAM 1
17377,pDC
17378,TAM 1
17379,Mono 1
17380,TAM 2
17381,Proliferating TAM
17382,TAM 1
17383,Mono 1
17384,Proliferating TAM
17385,TAM 2
17386,TAM 1
17387,Treg
17388,cDC1
17389,TAM 1
17390,TAM 2
17391,NK
17392,Tcells 1
17393,TAM 1
17394,Mono 1
17395,Mono 2
17396,Mono 2
17397,TAM 2
17398,TAM 1
17399,TAM 1
17400,NK
17401,TAM 2
17402,TAM 2
17403,Treg
17404,Tcells 1
17405,Tcells 1
17406,Proliferating TAM
17407,TAM 2
17408,Tcells 2
17409,Tcells 2
17410,Treg
17411,TAM 1
17412,TAM 1
17413,Mono 1
17414,Proliferating TAM
17415,Tcells 1
17416,TAM 1
17417,TAM 3
17418,TAM 1
17419,TAM 2
17420,TAM 1
17421,TAM 2
17422,TAM 1
17423,TAM 2
17424,NK
17425,Treg
17426,TAM 1
17427,TAM 1
17428,Tcells 1
17429,Proliferating TAM
17430,TAM 1
17431,TAM 1
17432,TAM 4
17433,TAM 1
17434,TAM 2
17435,TAM 2
17436,TAM 4
17437,Tcells 1
17438,TAM 2
17439,TAM 1
17440,TAM 1
17441,TAM 4
17442,Proliferating TAM
17443,TAM 1
17444,TAM 2
17445,Proliferating TAM
17446,TAM 1
17447,TAM 1
17448,Tcells 1
17449,Tcells 1
17450,Proliferating TAM
17451,TAM 2
17452,Tcells 2
17453,Proliferating TAM
17454,Treg
17455,TAM 1
17456,TAM 1
17457,Mono 1
17458,TAM 2
17459,Tcells 1
17460,Tcells 3
17461,Tcells 1
17462,TAM 2
17463,TAM 2
17464,TAM 1
17465,TAM 4
17466,TAM 4
17467,Tcells 1
17468,Mono 1
17469,TAM 2
17470,Tcells 1
17471,TAM 2
17472,TAM 1
17473,Mono 1
17474,TAM 1
17475,TAM 1
17476,Tcells 1
17477,TAM 1
17478,TAM 1
17479,TAM 2
17480,TAM 1
17481,Proliferating TAM
17482,TAM 1
17483,Tcells 1
17484,TAM 2
17485,TAM 1
17486,TAM 1
17487,TAM 1
17488,Tcells 3
17489,TAM 2
17490,TAM 3
17491,TAM 1
17492,Tcells 2
17493,TAM 1
17494,Tcells 2
17495,Proliferating TAM
17496,TAM 1
17497,TAM 2
17498,Tcells 1
17499,Tcells 1
17500,TAM 1
17501,Proliferating TAM
17502,TAM 1
17503,Proliferating T cells
17504,TAM 1
17505,Mono 2
17506,Tcells 1
17507,TAM 4
17508,TAM 1
17509,TAM 1
17510,TAM 2
17511,TAM 2
17512,TAM 1
17513,cDC2
17514,Proliferating TAM
17515,TAM 1
17516,Proliferating TAM
17517,TAM 1
17518,TAM 2
17519,Tcells 2
17520,TAM 1
17521,Tcells 3
17522,TAM 2
17523,cDC2
17524,Proliferating TAM
17525,TAM 1
17526,Tcells 1
17527,Mono 1
17528,Tcells 2
17529,Mono 2
17530,TAM 1
17531,TAM 4
17532,TAM 2
17533,Mono 1
17534,Tcells 1
17535,Tcells 1
17536,NK
17537,TAM 2
17538,TAM 2
17539,Mono 2
17540,Tcells 1
17541,Proliferating TAM
17542,Proliferating TAM
17543,TAM 1
17544,TAM 1
17545,Proliferating TAM
17546,TAM 2
17547,TAM 1
17548,TAM 4
17549,Proliferating TAM
17550,Treg
17551,Tcells 2
17552,Proliferating TAM
17553,Tcells 1
17554,TAM 2
17555,TAM 3
17556,TAM 1
17557,TAM 2
17558,Tcells 2
17559,TAM 2
17560,TAM 1
17561,TAM 1
17562,TAM 4
17563,TAM 4
17564,TAM 1
17565,NK
17566,TAM 1
17567,Tcells 1
17568,Proliferating TAM
17569,TAM 1
17570,TAM 4
17571,Proliferating TAM
17572,TAM 2
17573,TAM 1
17574,TAM 2
17575,TAM 1
17576,Tcells 1
17577,TAM 1
17578,Tcells 1
17579,TAM 2
17580,TAM 1
17581,TAM 1
17582,TAM 2
17583,TAM 1
17584,Proliferating TAM
17585,Treg
17586,Mono 2
17587,TAM 3
17588,TAM 1
17589,TAM 1
17590,TAM 2
17591,TAM 1
17592,Tcells 1
17593,TAM 1
17594,TAM 1
17595,Mono 1
17596,Tcells 2
17597,Proliferating T cells
17598,TAM 1
17599,TAM 2
17600,TAM 2
17601,Tcells 1
17602,TAM 2
17603,TAM 4
17604,Tcells 2
17605,TAM 1
17606,Mono 2
17607,TAM 1
17608,TAM 1
17609,Mono 1
17610,Tcells 1
17611,Proliferating TAM
17612,Proliferating TAM
17613,TAM 1
17614,Tcells 1
17615,Tcells 1
17616,Proliferating TAM
17617,Tcells 1
17618,TAM 1
17619,TAM 4
17620,Proliferating TAM
17621,Proliferating T cells
17622,TAM 1
17623,TAM 1
17624,TAM 1
17625,Tcells 2
17626,cDC2
17627,Mono 1
17628,Proliferating TAM
17629,Tcells 1
17630,Tcells 2
17631,TAM 1
17632,TAM 2
17633,TAM 1
17634,Mono 2
17635,TAM 1
17636,NK
17637,TAM 2
17638,Proliferating TAM
17639,TAM 1
17640,TAM 4
17641,TAM 4
17642,TAM 1
17643,TAM 1
17644,TAM 1
17645,Tcells 1
17646,Treg
17647,TAM 2
17648,TAM 2
17649,cDC2
17650,TAM 2
17651,TAM 2
17652,Tcells 1
17653,TAM 3
17654,Proliferating TAM
17655,TAM 1
17656,Tcells 1
17657,Mono 1
17658,Tcells 3
17659,TAM 1
17660,B
17661,TAM 4
17662,Proliferating TAM
17663,Proliferating TAM
17664,TAM 2
17665,TAM 1
17666,TAM 1
17667,Proliferating TAM
17668,TAM 1
17669,TAM 2
17670,TAM 2
17671,Tcells 1
17672,Tcells 1
17673,Tcells 1
17674,Tcells 1
17675,TAM 2
17676,Treg
17677,TAM 1
17678,Tcells 1
17679,Tcells 1
17680,Mono 1
17681,TAM 1
17682,TAM 1
17683,TAM 2
17684,Tcells 1
17685,NK
17686,TAM 1
17687,Tcells 1
17688,Mono 1
17689,Mono 2
17690,Tcells 1
17691,TAM 1
17692,TAM 1
17693,cDC2
17694,TAM 1
17695,TAM 1
17696,TAM 1
17697,Mono 1
17698,cDC2
17699,TAM 1
17700,cDC2
17701,NK
17702,TAM 1
17703,TAM 1
17704,Tcells 1
17705,Tcells 2
17706,Tcells 2
17707,TAM 2
17708,Tcells 1
17709,TAM 2
17710,Mono 1
17711,Proliferating T cells
17712,TAM 2
17713,TAM 1
17714,cDC2
17715,Tcells 1
17716,TAM 2
17717,Tcells 1
17718,TAM 2
17719,Tcells 1
17720,TAM 1
17721,Proliferating TAM
17722,TAM 1
17723,NK
17724,Tcells 2
17725,Tcells 1
17726,Tcells 1
17727,Tcells 1
17728,TAM 1
17729,TAM 1
17730,Mono 1
17731,TAM 1
17732,Mono 1
17733,Proliferating T cells
17734,NK
17735,TAM 2
17736,TAM 1
17737,Tcells 1
17738,Proliferating TAM
17739,Tcells 1
17740,Tcells 1
17741,Tcells 1
17742,TAM 3
17743,Mono 1
17744,TAM 1
17745,Proliferating TAM
17746,TAM 1
17747,TAM 2
17748,TAM 2
17749,TAM 1
17750,TAM 1
17751,Proliferating TAM
17752,TAM 1
17753,TAM 4
17754,Tcells 2
17755,TAM 4
17756,TAM 4
17757,Mono 1
17758,TAM 1
17759,Tcells 1
17760,Proliferating TAM
17761,TAM 1
17762,Tcells 3
17763,Tcells 1
17764,TAM 1
17765,TAM 1
17766,Proliferating TAM
17767,TAM 1
17768,TAM 1
17769,Proliferating TAM
17770,Tcells 1
17771,Tcells 1
17772,TAM 1
17773,TAM 2
17774,TAM 1
17775,NK
17776,Mono 2
17777,NK
17778,TAM 4
17779,Proliferating T cells
17780,TAM 1
17781,Mono 1
17782,Treg
17783,Tcells 2
17784,Tcells 1
17785,TAM 1
17786,TAM 2
17787,TAM 2
17788,TAM 2
17789,TAM 2
17790,Tcells 1
17791,TAM 2
17792,Tcells 1
17793,TAM 4
17794,TAM 1
17795,Treg
17796,TAM 1
17797,Tcells 1
17798,Tcells 1
17799,TAM 1
17800,TAM 1
17801,Proliferating TAM
17802,TAM 4
17803,TAM 1
17804,TAM 1
17805,TAM 2
17806,Tcells 1
17807,Proliferating TAM
17808,Tcells 1
17809,Tcells 2
17810,Mono 2
17811,TAM 1
17812,Tcells 3
17813,TAM 1
17814,Tcells 1
17815,NK
17816,TAM 1
17817,Proliferating TAM
17818,Tcells 1
17819,Tcells 1
17820,TAM 1
17821,NK
17822,TAM 1
17823,TAM 1
17824,Tcells 1
17825,TAM 2
17826,TAM 2
17827,Tcells 1
17828,cDC2
17829,TAM 1
17830,Proliferating TAM
17831,TAM 1
17832,TAM 1
17833,Mono 2
17834,TAM 4
17835,TAM 1
17836,Proliferating T cells
17837,Tcells 1
17838,TAM 2
17839,TAM 1
17840,Tcells 1
17841,TAM 1
17842,Tcells 1
17843,Tcells 1
17844,TAM 1
17845,TAM 1
17846,Mono 2
17847,Mono 1
17848,Tcells 1
17849,TAM 1
17850,cDC2
17851,TAM 1
17852,TAM 4
17853,Tcells 1
17854,TAM 3
17855,Proliferating TAM
17856,Mono 2
17857,TAM 2
17858,TAM 3
17859,NK
17860,TAM 1
17861,TAM 1
17862,Tcells 1
17863,TAM 1
17864,cDC2
17865,TAM 1
17866,Tcells 1
17867,Tcells 2
17868,Proliferating TAM
17869,TAM 1
17870,TAM 2
17871,TAM 1
17872,TAM 1
17873,Tcells 1
17874,cDC2
17875,TAM 3
17876,TAM 1
17877,Tcells 1
17878,Tcells 1
17879,Tcells 1
17880,TAM 2
17881,Tcells 1
17882,Tcells 1
17883,Tcells 2
17884,TAM 1
17885,Proliferating TAM
17886,TAM 1
17887,TAM 1
17888,Proliferating TAM
17889,TAM 4
17890,Tcells 1
17891,Tcells 2
17892,Tcells 1
17893,TAM 1
17894,Tcells 1
17895,TAM 1
17896,Tcells 3
17897,TAM 2
17898,TAM 4
17899,TAM 2
17900,TAM 4
17901,TAM 3
17902,TAM 1
17903,TAM 2
17904,NK
17905,Tcells 2
17906,TAM 1
17907,Tcells 1
17908,Tcells 1
17909,TAM 1
17910,TAM 1
17911,Tcells 1
17912,Tcells 1
17913,TAM 1
17914,TAM 1
17915,cDC2
17916,Tcells 1
17917,TAM 2
17918,Mono 1
17919,TAM 1
17920,TAM 1
17921,Tcells 2
17922,cDC1
17923,Tcells 2
17924,Tcells 2
17925,Tcells 1
17926,Tcells 2
17927,Proliferating TAM
17928,Proliferating TAM
17929,Proliferating TAM
17930,Proliferating TAM
17931,TAM 2
17932,TAM 2
17933,Proliferating TAM
17934,TAM 1
17935,Mono 2
17936,TAM 1
17937,Proliferating TAM
17938,Tcells 2
17939,TAM 4
17940,TAM 1
17941,Proliferating T cells
17942,TAM 2
17943,TAM 2
17944,TAM 1
17945,Tcells 1
17946,TAM 2
17947,TAM 2
17948,TAM 1
17949,TAM 1
17950,Proliferating T cells
17951,TAM 1
17952,Proliferating TAM
17953,Proliferating T cells
17954,TAM 1
17955,TAM 1
17956,Tcells 2
17957,Proliferating T cells
17958,Proliferating TAM
17959,TAM 1
17960,TAM 1
17961,Mono 2
17962,TAM 1
17963,Treg
17964,TAM 1
17965,NK
17966,Tcells 1
17967,TAM 1
17968,Tcells 2
17969,Tcells 1
17970,TAM 2
17971,Mono 1
17972,cDC2
17973,Tcells 2
17974,Proliferating T cells
17975,Treg
17976,Mono 1
17977,TAM 4
17978,Proliferating TAM
17979,TAM 2
17980,TAM 1
17981,TAM 2
17982,TAM 1
17983,Tcells 1
17984,Proliferating TAM
17985,TAM 1
17986,TAM 1
17987,Mast
17988,Tcells 1
17989,Tcells 1
17990,TAM 1
17991,TAM 1
17992,Mono 2
17993,Proliferating TAM
17994,Proliferating T cells
17995,Tcells 1
17996,Mono 2
17997,TAM 2
17998,TAM 2
17999,TAM 2
18000,TAM 2
18001,cDC1
18002,TAM 2
18003,TAM 2
18004,Tcells 1
18005,Proliferating T cells
18006,TAM 1
18007,TAM 1
18008,Tcells 2
18009,Tcells 3
18010,cDC2
18011,TAM 1
18012,TAM 1
18013,Tcells 1
18014,TAM 1
18015,Tcells 1
18016,Proliferating T cells
18017,TAM 2
18018,TAM 2
18019,Mono 1
18020,Tcells 2
18021,TAM 1
18022,Tcells 1
18023,TAM 1
18024,NK
18025,Tcells 3
18026,Tcells 1
18027,TAM 1
18028,Proliferating TAM
18029,Tcells 3
18030,Proliferating TAM
18031,Tcells 1
18032,TAM 2
18033,TAM 4
18034,Tcells 1
18035,Tcells 1
18036,TAM 2
18037,cDC2
18038,TAM 1
18039,Mono 2
18040,Proliferating TAM
18041,TAM 1
18042,TAM 2
18043,Tcells 1
18044,TAM 1
18045,TAM 1
18046,Tcells 1
18047,TAM 1
18048,Mono 2
18049,TAM 1
18050,cDC2
18051,TAM 2
18052,TAM 2
18053,TAM 2
18054,Tcells 1
18055,TAM 1
18056,TAM 4
18057,Tcells 3
18058,TAM 1
18059,Tcells 1
18060,Tcells 2
18061,TAM 4
18062,Mono 2
18063,Mono 2
18064,Proliferating TAM
18065,TAM 2
18066,TAM 3
18067,Proliferating TAM
18068,Tcells 1
18069,Proliferating TAM
18070,TAM 2
18071,Tcells 1
18072,Tcells 1
18073,TAM 2
18074,TAM 1
18075,TAM 1
18076,Mono 1
18077,Tcells 1
18078,TAM 2
18079,Tcells 1
18080,TAM 1
18081,Tcells 3
18082,TAM 2
18083,Proliferating TAM
18084,TAM 1
18085,TAM 2
18086,Proliferating T cells
18087,Tcells 1
18088,TAM 4
18089,TAM 1
18090,cDC2
18091,Proliferating TAM
18092,Proliferating TAM
18093,TAM 1
18094,Tcells 1
18095,TAM 1
18096,TAM 2
18097,TAM 1
18098,Proliferating TAM
18099,TAM 1
18100,TAM 1
18101,TAM 1
18102,Proliferating TAM
18103,Proliferating T cells
18104,TAM 4
18105,Proliferating TAM
18106,cDC2
18107,TAM 1
18108,Tcells 1
18109,Tcells 1
18110,TAM 1
18111,Tcells 1
18112,Mono 1
18113,Proliferating TAM
18114,Tcells 3
18115,TAM 1
18116,TAM 3
18117,Tcells 1
18118,TAM 1
18119,TAM 1
18120,TAM 4
18121,Mono 2
18122,TAM 1
18123,TAM 1
18124,Proliferating TAM
18125,TAM 1
18126,Tcells 1
18127,Tcells 2
18128,TAM 1
18129,TAM 2
18130,pDC
18131,Proliferating TAM
18132,Proliferating TAM
18133,TAM 3
18134,Tcells 1
18135,TAM 2
18136,TAM 1
18137,TAM 1
18138,Tcells 1
18139,TAM 2
18140,Tcells 1
18141,Proliferating T cells
18142,TAM 4
18143,Proliferating TAM
18144,Mono 2
18145,NK
18146,TAM 4
